S.No,From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm),Xylene (ug/m3),TOT-RF (mm)
1525,02-Sep-2021 - 00:00,03-Sep-2021 - 00:00,17.53,58.31,13.39,21.24,22.26,11.94,16.45,0.65,14.85,2.45,10.04,27.92,76.27,1,326,183.16,745.84,0.03,29.87,0,1.88,0
1526,03-Sep-2021 - 00:00,04-Sep-2021 - 00:00,18.49,69.98,16.1,24.75,26.28,12.53,16.01,0.7,13.68,3.04,14.07,28.59,75.53,1.09,241.59,178.31,744.53,0.05,30.73,0,3.22,0
1527,04-Sep-2021 - 00:00,05-Sep-2021 - 00:00,26.34,90.01,15.91,28.97,28.34,13.27,16.47,0.73,15.76,3.82,17.15,28.25,75.2,1.55,238.79,173.82,743.67,0.02,30.76,0,2.62,0
1528,05-Sep-2021 - 00:00,06-Sep-2021 - 00:00,22.12,54.82,11.22,29.37,24.83,12.33,18.11,0.72,13.23,3.48,15.69,28.24,79.45,1.9,231.74,123,742.89,0,28.87,0.23,2.03,13.5
1529,06-Sep-2021 - 00:00,07-Sep-2021 - 00:00,13.68,32.26,23.24,38.52,39.46,9.14,15.69,0.75,8.84,5.71,33.41,28.07,88.1,1.85,290.02,40.19,741.61,0,25,0.28,3.46,25.5
1530,07-Sep-2021 - 00:00,08-Sep-2021 - 00:00,17.33,60.03,15.73,37.64,32.89,11.12,15.8,0.88,8.94,5.23,27.4,28.03,82.46,2.51,260.26,110,743.07,-0.04,27.48,0.14,3.36,13
1531,08-Sep-2021 - 00:00,09-Sep-2021 - 00:00,21.78,76.98,17.16,46.3,38.65,15.19,13.69,0.98,8.77,7.17,33.4,28.26,82.33,1.98,261.72,91.34,745.1,-0.02,28.03,0.64,5.47,61.5
1532,09-Sep-2021 - 00:00,10-Sep-2021 - 00:00,21.59,83.49,23.21,45.33,43.05,19.65,14.4,0.98,16.19,5.4,56.43,29.9,73.53,1.88,276.58,138.09,744.7,-0.01,31.44,0,6.51,0
1533,10-Sep-2021 - 00:00,11-Sep-2021 - 00:00,20.91,50.64,32.91,33.53,44.67,14.08,15.28,0.9,9.09,5.32,32.58,27.28,81.65,1.08,238.41,52.31,744.01,0,28.06,0.02,5.54,2
1534,11-Sep-2021 - 00:00,12-Sep-2021 - 00:00,18.88,50.07,33.07,31.73,43.84,10.54,15.49,0.76,9.38,0.17,1.37,27.44,82.11,2.23,295.84,79.79,742.95,0,27.42,0,0.26,0
1535,12-Sep-2021 - 00:00,13-Sep-2021 - 00:00,18.68,49.9,32.92,32.09,43.9,13.53,16.64,0.84,8.96,0.08,0.11,27.21,83.33,1.83,297.74,38.9,741.66,0,26.76,0,0.1,0
1536,13-Sep-2021 - 00:00,14-Sep-2021 - 00:00,17.2,63.44,27.98,32.62,40.17,17.91,16.3,0.77,9.02,0.08,0.11,27.97,80.95,2.37,275.07,63.49,740.96,-0.03,28.41,0,0.11,0
1537,14-Sep-2021 - 00:00,15-Sep-2021 - 00:00,22.03,119.29,14.88,31.41,28.87,20.5,17.3,0.86,9.23,0.09,0.12,27.72,76.83,3.22,247.92,115.32,742.47,-0.07,30.43,0,0.08,0
1538,15-Sep-2021 - 00:00,16-Sep-2021 - 00:00,25.03,110.03,16.36,37.69,33.37,44.81,14.84,0.93,10.73,0.2,0.28,32.7,78.61,2.27,251.82,142.59,743.94,-0.05,30.95,0.01,0.1,1
1539,16-Sep-2021 - 00:00,17-Sep-2021 - 00:00,29.22,111.48,8.89,37.99,27.52,29.12,13.33,0.74,17.55,0.09,0.17,30.42,77.67,1.71,267.39,136.57,744.57,-0.04,30.72,0,0.11,0
1540,17-Sep-2021 - 00:00,18-Sep-2021 - 00:00,37.55,126.56,7.74,37.2,26.12,25.84,14.59,0.73,23.69,0.12,0.13,31.11,76.28,1.96,265,139.69,744.1,-0.04,31.15,0,0.13,0
1541,18-Sep-2021 - 00:00,19-Sep-2021 - 00:00,34.44,130.78,13.79,51.9,38.87,21.06,11.31,0.87,20.11,0.13,0.16,29.99,73.89,1.54,268.53,132.44,745.74,-0.03,30.08,0,0.18,0
1542,19-Sep-2021 - 00:00,20-Sep-2021 - 00:00,34.31,96.98,10.58,44.69,32.45,19.63,17.3,0.76,22.21,0.12,0.25,30.21,78.3,1.5,262.72,78.85,746.9,-0.02,28.9,0.02,0.16,2
1543,20-Sep-2021 - 00:00,21-Sep-2021 - 00:00,49.4,154.46,22.58,51.16,45.65,18.76,10.25,0.94,21.55,0.1,0.18,30.48,80.46,1.35,245.19,98.86,745.91,-0.03,29.22,0,0.19,0
1544,21-Sep-2021 - 00:00,22-Sep-2021 - 00:00,41.4,126.81,24,38.72,40.11,16.17,14.62,1.05,14.95,0.21,0.2,30.02,76.03,1.83,269.86,115.29,744.2,-0.01,30.95,0,0.19,0
1545,22-Sep-2021 - 00:00,23-Sep-2021 - 00:00,31.75,90.53,24.34,29.67,35.64,11.85,15.56,0.84,9.58,0.15,0.16,28.29,77.36,1.99,242.19,113.07,743.3,-0.04,30.62,0,0.15,0
1546,23-Sep-2021 - 00:00,24-Sep-2021 - 00:00,24.96,72.61,19.42,26.2,29.8,17.2,16.31,0.86,9.59,0.11,0.16,28.16,79.79,1.89,245.25,112.78,744.56,-0.03,29.51,0.01,0.15,0.5
1547,24-Sep-2021 - 00:00,25-Sep-2021 - 00:00,25.11,60.21,18.5,28.6,30.23,31.08,16.06,0.75,13.68,1.17,6.1,29.27,79.59,1.74,239.67,146.4,745.59,-0.01,29.92,0,1.1,0
1548,25-Sep-2021 - 00:00,26-Sep-2021 - 00:00,26.73,80.47,18.49,50.08,41.62,24.29,15.12,0.89,20.41,1.93,41.08,30.31,78.92,1.67,257.05,133.03,744.42,-0.01,29.62,0.06,6.06,5.5
1549,26-Sep-2021 - 00:00,27-Sep-2021 - 00:00,32.89,95.71,29.95,51.82,52,30.12,8.56,0.73,11.78,3.12,58.12,28.88,87.24,2.04,274.45,17.59,740.82,0.01,25.64,1.36,8.88,117
1550,27-Sep-2021 - 00:00,28-Sep-2021 - 00:00,8.3,39.71,18.43,24.36,28.03,45.9,16.83,0.43,20.75,4.17,14.15,31.16,89.86,3.02,189.02,21.27,739.99,-0.09,25.2,1.06,3.88,101.5
1551,28-Sep-2021 - 00:00,29-Sep-2021 - 00:00,27.96,64.34,42.34,62.12,67.49,19.35,9.98,1.47,12.1,5.53,60.69,28.27,88.39,0.77,236.38,26.06,744.64,0,25.09,0.2,10.61,19.5
1552,29-Sep-2021 - 00:00,30-Sep-2021 - 00:00,37.44,106,43.46,50.81,62.45,19.98,8.1,1.27,20.45,4.56,59.75,28.89,81.72,0.64,239.22,151.16,745.97,-0.01,28.77,0,9.71,0
1553,30-Sep-2021 - 00:00,01-Oct-2021 - 00:00,25.05,87.97,32.37,28.2,41.39,16.84,10.37,0.66,16.99,2.19,28.82,29.29,78.73,0.81,191.49,162.88,746.77,0.04,30.11,0,4.38,0
1554,01-Oct-2021 - 00:00,02-Oct-2021 - 00:00,12.03,57.38,22,16.65,26.82,15.95,11.9,0.45,12.92,1.66,13.79,29.59,76.99,1.14,183.49,166.23,747.22,0.05,30.77,0,1.8,0
1555,02-Oct-2021 - 00:00,03-Oct-2021 - 00:00,14.23,55.33,22.11,18.14,27.7,12.45,14.13,0.39,15.1,1.15,12.99,29.49,77.72,1.28,213.68,154.88,747.23,-0.01,30.73,0,2.32,0
1556,03-Oct-2021 - 00:00,04-Oct-2021 - 00:00,10.69,45.67,19.83,22.11,27.96,12.39,14.1,0.54,13.68,0.99,16.13,29.34,75.31,1.29,240.46,169.57,746.62,-0.03,31.14,0,2.59,0
1557,04-Oct-2021 - 00:00,05-Oct-2021 - 00:00,16.26,38.93,22.51,24.45,31.39,11.35,9.06,0.53,13.94,1.67,27.24,28.84,75.51,1.23,225.26,159.17,746.17,0.01,30.99,0,3.41,0
1558,05-Oct-2021 - 00:00,06-Oct-2021 - 00:00,19.77,74.27,23.77,21.25,30.71,15.45,10.11,0.34,12.62,1.24,20.17,29.93,75.19,1.85,162.33,172.35,746.5,0.06,30.95,0,3.52,0
1559,06-Oct-2021 - 00:00,07-Oct-2021 - 00:00,1.84,11.01,4.51,8.75,8.39,19.24,15.43,0.25,15.86,0.55,11.19,30.56,76.33,1.87,122.6,175.77,745.81,0.05,31.13,0,2.61,0
1560,07-Oct-2021 - 00:00,08-Oct-2021 - 00:00,10.55,55.55,22.81,22.26,30.39,19.83,11.65,0.37,17.48,1.26,17.6,30.46,75.96,1.4,221.3,146,745.32,0.03,31.46,0,4.92,0
1561,08-Oct-2021 - 00:00,09-Oct-2021 - 00:00,20.88,86.29,19.19,37.34,35.45,61.6,9.18,0.57,14.24,1.7,26.33,31.39,74.24,1.91,260.38,153.41,744.56,-0.03,32.21,0,5.33,0
1562,09-Oct-2021 - 00:00,10-Oct-2021 - 00:00,42.54,115.21,13.01,45.74,34.96,86.4,8.1,0.69,25.42,2.5,44.51,30.8,76.25,1.68,242.07,141.19,744.78,0,31.31,0,3.65,0
1563,10-Oct-2021 - 00:00,11-Oct-2021 - 00:00,63.34,154.3,14.37,45.24,35.74,56.47,8.8,0.6,26.85,2.73,38.19,30.67,74.11,1.36,211.69,140.91,744.73,0.04,32.28,0,6.54,0
1564,11-Oct-2021 - 00:00,12-Oct-2021 - 00:00,70.03,162.67,7.15,41.15,27.7,45.11,11.49,0.6,39.42,3.14,29.93,30.32,71.14,1.32,204.46,135.36,744.35,0.03,32.33,0,4.35,0
1565,12-Oct-2021 - 00:00,13-Oct-2021 - 00:00,94.01,209.22,8.67,58.06,38.01,36.21,9.55,0.93,29.65,4.46,60.01,30.13,72.79,1.09,225.88,77.04,744.39,0.02,31.63,0,5.72,0
1566,13-Oct-2021 - 00:00,14-Oct-2021 - 00:00,105.16,233.25,10.6,52.5,36.39,30.16,10.47,0.8,37.59,5.19,48.97,30.29,75.33,1.29,225.86,99.82,743.92,0.03,31.41,0,5.26,0
1567,14-Oct-2021 - 00:00,15-Oct-2021 - 00:00,86.36,205.42,13.01,67.53,46.56,23.61,9.45,1.11,32.69,6.43,45.37,30.21,71.81,0.92,240.18,75.2,743.29,0.01,31.63,0,7.49,0
1568,15-Oct-2021 - 00:00,16-Oct-2021 - 00:00,62.21,102.38,11.98,35.13,28.5,28.1,11.07,0.74,15.29,5.88,55.36,29.63,80.66,1.86,201.91,42.41,741.69,0.05,28.11,0.03,3.16,2.5
1569,16-Oct-2021 - 00:00,17-Oct-2021 - 00:00,12.1,30.11,6.07,13.04,11.9,157.33,14.55,0.55,21.59,2.38,11.35,30.19,82.2,1.76,174.39,108.44,742.34,0.04,28.44,0.56,1.4,45
1570,17-Oct-2021 - 00:00,18-Oct-2021 - 00:00,45.35,95.69,10.64,36.63,28.21,15.09,9.9,0.83,23.85,4.67,25.67,29.23,82.93,1.01,208.82,91.34,744.36,0.02,27.97,0,2.45,0
1571,18-Oct-2021 - 00:00,19-Oct-2021 - 00:00,26.47,65.84,8.65,31.4,23.8,20.54,12.52,0.68,16.86,4.42,25.13,30.51,80.97,1.55,239.51,112.29,744.78,-0.05,30.21,0,2.11,0
1572,19-Oct-2021 - 00:00,20-Oct-2021 - 00:00,50.38,124.04,16.7,49.69,40.08,21.94,9.55,1.09,18.75,6.98,54.07,30.44,80.24,1.44,246.51,91.71,746.95,-0.03,30.38,0,6.53,0
1573,20-Oct-2021 - 00:00,21-Oct-2021 - 00:00,84.47,202.66,46.73,81.14,81.23,15.04,7.74,2.04,16.39,3.37,29.91,29.63,82.18,0.75,229.67,76.29,748.88,0,29.49,0.19,7.63,18.5
1574,21-Oct-2021 - 00:00,22-Oct-2021 - 00:00,67.65,137.39,6.88,41.88,27.94,17.25,8.84,0.92,25.35,1.21,20.11,30.08,80.2,1.34,233.29,116.23,749.03,-0.01,30.55,0,2.2,0
1575,22-Oct-2021 - 00:00,23-Oct-2021 - 00:00,63.24,125.29,12.6,38.71,30.91,13.62,9.68,0.92,25,1.05,16.77,29.86,80.67,1.47,208.16,102.83,749.36,0.04,29.7,0.13,29.01,11.5
1576,23-Oct-2021 - 00:00,24-Oct-2021 - 00:00,35.34,101.45,9.88,30.92,24.52,11.61,13.09,0.75,24.63,0.72,9.28,29.61,76.61,1.47,159.98,105.21,750.11,0.04,29.45,0,4.82,0
1577,24-Oct-2021 - 00:00,25-Oct-2021 - 00:00,43.89,99.36,2.81,22.22,14.12,19.65,12.02,0.67,41.15,0.45,9.07,29.42,71.85,1.37,132.52,120.22,750.19,0.03,29.87,0,47.97,0
1578,25-Oct-2021 - 00:00,26-Oct-2021 - 00:00,50.35,164.57,6.12,43.94,28.36,14.76,12.66,0.92,47.19,1.86,16.29,29.2,68.47,1.5,197.54,123.64,749.17,0.04,29.31,0,53.91,0
1579,26-Oct-2021 - 00:00,27-Oct-2021 - 00:00,54.43,174.65,9.73,37.93,27.76,101.77,8.29,0.78,36.22,3.08,13,29.21,66.96,1.72,197.34,140.2,748.38,0.06,29.95,0,34.33,0
1580,27-Oct-2021 - 00:00,28-Oct-2021 - 00:00,56.78,108.95,4.53,18.9,13.76,140.43,13.31,0.76,35.94,1.84,6.95,29.4,68.17,2.25,168.59,137.61,748.46,0.06,30.41,0,22.94,0
1581,28-Oct-2021 - 00:00,29-Oct-2021 - 00:00,66.76,120.78,5.47,13.41,11.66,95.44,13.92,0.75,27.99,2.24,5.63,29.98,70.53,2.65,147.9,74.41,748.77,0.09,29.59,0,5.43,0
1582,29-Oct-2021 - 00:00,30-Oct-2021 - 00:00,35.4,65.69,5.7,13.86,12.07,12.23,13.98,0.68,21.92,1.83,8.45,29.22,76.73,2.45,138.56,115.4,749.92,0.08,28.61,0.02,3.57,2
1583,30-Oct-2021 - 00:00,31-Oct-2021 - 00:00,12.56,30.6,3.87,12.07,9.61,13.27,13.41,0.53,19.81,0.76,7.27,29.31,77.59,2.34,122.23,136.44,750.75,0.08,28.79,0,59.38,0
1584,31-Oct-2021 - 00:00,01-Nov-2021 - 00:00,37.32,71.25,2.96,17.99,11.95,12.68,23.32,0.71,33.37,1.64,7.6,29.14,76.21,2.07,127.02,100.51,750.38,0.06,28.72,0,46.38,0
1585,01-Nov-2021 - 00:00,02-Nov-2021 - 00:00,41,74.26,3.23,13.33,9.76,11.6,22.44,0.61,37.03,1.52,6.76,29.28,77,2.38,139.53,115.43,749.78,0.08,28.96,0,75.01,0
1586,02-Nov-2021 - 00:00,03-Nov-2021 - 00:00,16.4,32.45,4.31,13.37,10.2,10.63,22.48,0.47,25.25,1.2,6.52,28.77,82,2.28,126.08,61.73,750.07,0.07,26.33,0.06,22.59,4
1587,03-Nov-2021 - 00:00,04-Nov-2021 - 00:00,27.12,47.36,7.07,21.62,17.31,10.62,24.48,0.59,24.33,1.69,8.16,28.46,81.68,2.29,131.11,66.65,749.86,0.05,25.56,0.22,7.38,21
1588,04-Nov-2021 - 00:00,05-Nov-2021 - 00:00,65.86,93.84,8.01,21.32,17.93,9,42.73,0.56,31.29,1.25,6.84,28.54,82.98,2.05,116.65,76.19,749.89,0.04,25.14,0.06,4.59,5.5
1589,05-Nov-2021 - 00:00,06-Nov-2021 - 00:00,55.24,94.47,5.06,16.66,13.05,2.86,18.38,0.64,48.73,1.72,5.6,28.69,77.25,2.11,112.41,75,749.24,0.05,26.82,0,4.57,0
1590,06-Nov-2021 - 00:00,07-Nov-2021 - 00:00,82.14,133.29,5.58,19.65,15.06,2.4,18.83,0.71,62.58,1.94,6.02,28.55,74.05,2.39,107.36,113.02,748.31,0.08,27.38,0,3.47,0
1591,07-Nov-2021 - 00:00,08-Nov-2021 - 00:00,74.75,132.42,6.51,31.23,21.98,6.05,17.45,0.85,67.14,2.39,7.97,27.79,67.1,1.83,115.51,98.15,748.66,0.04,26.41,0,3.01,0
1592,08-Nov-2021 - 00:00,09-Nov-2021 - 00:00,68.28,132.78,4.75,27.66,18.66,57.53,16.59,0.83,64.3,2.32,7.4,27.75,63.11,2.18,136.7,132.98,749.15,0.07,26.49,0,2.51,0
1593,09-Nov-2021 - 00:00,10-Nov-2021 - 00:00,81.29,134.06,3.31,26.45,16.64,22.39,17.06,0.86,73.85,2.42,7.26,27.96,65.71,2.23,136.95,115.64,749.44,0.07,26.58,0,2.11,0
1594,10-Nov-2021 - 00:00,11-Nov-2021 - 00:00,85.54,142.45,3.32,18.12,12.39,35.01,17.27,0.87,55.01,2.5,6.78,28.23,66.64,2.79,168.57,102.74,748.49,0.1,27.03,0,1.82,0
1595,11-Nov-2021 - 00:00,12-Nov-2021 - 00:00,52.71,82.57,7.81,20.88,17.54,41.23,17.03,0.69,18.1,2.86,7.58,30.08,77.75,3.09,186.09,45.67,747.05,0.1,24.69,0.09,1.78,7
1596,12-Nov-2021 - 00:00,13-Nov-2021 - 00:00,16.11,23.37,12.18,18.53,19.84,2.94,17.41,0.54,13.79,1.7,8.09,28.5,86.82,2.48,170,47.79,747.43,0.06,24.62,0.06,1.73,5
1597,13-Nov-2021 - 00:00,14-Nov-2021 - 00:00,11.69,18.4,11.35,21.21,20.6,5.69,17.28,0.55,13.52,0.84,9.43,28.91,86.26,1.01,140.72,89.07,747.96,0.04,26.11,0.36,2.19,27.5
1598,14-Nov-2021 - 00:00,15-Nov-2021 - 00:00,5.5,22.49,6.28,17.49,14.46,7.09,16.91,0.46,14.66,0.38,7.49,29.52,84.33,0.72,115.47,103.78,747.67,0.03,26.82,0.13,1.62,12.5
1599,15-Nov-2021 - 00:00,16-Nov-2021 - 00:00,9.52,24.5,4.86,14.11,11.39,48.24,17.1,0.43,16.07,0.49,6.58,29.1,80.9,0.97,127.51,125.64,747.21,0.04,28.25,0,1.52,0
1600,16-Nov-2021 - 00:00,17-Nov-2021 - 00:00,15.7,31.64,9.1,17.99,17.05,46.85,16.9,0.56,16.18,0.85,9.67,29.28,82.88,1.3,160.27,122.19,746.83,0.06,27.4,0.06,1.96,5.5
1601,17-Nov-2021 - 00:00,18-Nov-2021 - 00:00,50.88,85.38,4.32,10.75,9.31,39.7,17.69,0.6,25.62,1.39,5.39,29.16,78.5,2.64,114.61,115.19,747.93,0.11,27.68,0,0.8,0
1602,18-Nov-2021 - 00:00,19-Nov-2021 - 00:00,80.66,127.66,2.72,21.01,13.37,46.63,17.2,0.82,39.06,2.26,9.44,28.6,74.39,2.67,115.34,31.72,747.15,0.11,25.19,0,0.9,0
1603,19-Nov-2021 - 00:00,20-Nov-2021 - 00:00,58.9,86.54,3.81,21.44,14.56,55.43,16.37,0.76,32.9,2.33,10.88,28.69,79.91,2.55,117.82,34.55,745.72,0.09,24.18,0.04,0.93,4
1604,20-Nov-2021 - 00:00,21-Nov-2021 - 00:00,35.09,54.47,5.85,20.54,15.71,51.08,17.25,0.66,26.17,1.75,9.39,29.27,85.21,1.81,126.7,71.76,746.27,0.04,25.68,0.2,1.04,19.5
1605,21-Nov-2021 - 00:00,22-Nov-2021 - 00:00,24.02,46.49,4.49,17.29,12.86,40.46,17.59,0.58,20.81,1.28,8.36,29.73,82.5,1.52,126.97,116.72,747.71,0.05,27.5,0,0.78,0
1606,22-Nov-2021 - 00:00,23-Nov-2021 - 00:00,28.45,79.74,31.08,30,41.3,31.33,15.14,0.69,17.93,4.19,11.72,29.32,81.32,1.23,201.42,138.12,748.22,0.05,28,0,2.4,0
1607,23-Nov-2021 - 00:00,24-Nov-2021 - 00:00,28.22,89,17.97,28.06,29.61,28,15.37,0.67,20.15,2.68,14.23,29.49,79.5,0.96,189.53,117.68,747.81,0.05,28.35,0,1.69,0
1608,24-Nov-2021 - 00:00,25-Nov-2021 - 00:00,31.32,57.12,4.14,19.3,13.72,27.91,15.95,0.61,24.66,1.6,8.51,29.38,77.73,1.43,129.22,129.91,748.48,0.06,28.48,0,1.02,0
1609,25-Nov-2021 - 00:00,26-Nov-2021 - 00:00,76.16,120.36,2.86,16,10.84,32.24,16.56,0.75,49.91,2.12,6.84,29.22,79,1.47,125.56,108.86,749.02,0.06,27.67,0,0.74,0
1610,26-Nov-2021 - 00:00,27-Nov-2021 - 00:00,72.17,115.96,3.4,19.61,13.16,30.52,17.03,0.72,48.78,1.71,5.44,29.42,76.2,1.51,131.01,118.98,749.01,0.07,28.05,0,6.94,0
1611,27-Nov-2021 - 00:00,28-Nov-2021 - 00:00,80.85,125.91,3.37,17.38,12.02,31.91,17.9,0.65,56.2,1.4,4.59,28.82,70,2.15,117.52,103.47,749.47,0.09,27.67,0,0.49,0
1612,28-Nov-2021 - 00:00,29-Nov-2021 - 00:00,100.84,149.66,3.51,16.42,11.51,29.35,16.64,0.69,70.08,1.96,4.08,28.07,67.52,2.59,115.2,71.04,750.48,0.11,26.64,0,0.39,0
1613,29-Nov-2021 - 00:00,30-Nov-2021 - 00:00,66.21,133.72,4.12,32.25,20.52,36.65,16.26,0.76,67.7,2.68,7.75,32.99,62.12,1.93,121.69,103.27,750.44,0.07,26.78,0,0.93,0
1614,30-Nov-2021 - 00:00,01-Dec-2021 - 00:00,69.09,126.66,3.08,28.86,17.89,42.12,17.5,0.7,83.89,2.29,11.7,28.5,62.32,1.91,125.54,118,751.35,0.06,25.68,0,0.79,0
1615,01-Dec-2021 - 00:00,02-Dec-2021 - 00:00,81.97,141.12,3.46,33.69,20.78,38.96,17.88,0.67,80.57,2.81,8.42,28.41,64.05,1.91,126.67,116.85,750.82,0.07,24.74,0,0.72,0
1616,02-Dec-2021 - 00:00,03-Dec-2021 - 00:00,66.84,119.44,3.46,28.7,17.92,35.34,18.58,0.68,79.17,2.54,6.76,28.54,65.46,1.69,130.66,117.11,750.41,0.08,25.21,0,0.56,0
1617,03-Dec-2021 - 00:00,04-Dec-2021 - 00:00,50.31,90.52,7.39,25.33,19.46,24.43,16.57,0.61,35.85,2.44,7.29,28.59,70.7,3.22,128.17,27.41,749.5,0.11,23.71,0,0.74,0
1618,04-Dec-2021 - 00:00,05-Dec-2021 - 00:00,27.2,43.41,9.25,17,16.65,11.69,16.82,0.44,17.88,1.48,5.29,28.73,74.35,3.88,148.91,49.73,748.03,0.16,23.53,0.01,0.66,0.5
1619,05-Dec-2021 - 00:00,06-Dec-2021 - 00:00,21.72,43.09,9.01,21.63,18.89,12.51,16.06,0.51,28.56,1.84,7.16,29.05,74.32,1.24,163.82,88.17,748.22,0.04,26.58,0,0.79,0
1620,06-Dec-2021 - 00:00,07-Dec-2021 - 00:00,20.58,36.26,6.25,18.02,14.74,12.78,18.23,0.37,30.31,1.83,7.29,28.92,77.54,1.13,130.86,83.25,748.97,0.06,25.71,0,0.67,0
1621,07-Dec-2021 - 00:00,08-Dec-2021 - 00:00,24.78,51.86,5.97,17.06,14.01,12.96,17.33,0.49,37.56,1.69,11.22,29.01,76.5,1.17,129.27,123.27,749.89,0.07,26.65,0,0.57,0
1622,08-Dec-2021 - 00:00,09-Dec-2021 - 00:00,34.98,82.23,5.28,16.01,12.89,12.98,16.15,0.51,47.09,1.91,6.59,28.76,73.35,2.09,123.2,78.64,750.79,0.09,25.9,0,0.49,0
1623,09-Dec-2021 - 00:00,10-Dec-2021 - 00:00,28.08,63.18,9.08,28.51,22.61,11.7,16.79,0.59,23.16,2.37,8.77,28.9,75.14,1.79,132.94,62.46,752.14,0.05,24.96,0,1.11,0
1624,10-Dec-2021 - 00:00,11-Dec-2021 - 00:00,24.21,60.49,7.48,25.23,19.57,11.97,16.84,0.49,40.04,1.86,7.43,29,74.82,2.01,121.91,119.85,752.53,0.09,24.91,0,0.68,0
1625,11-Dec-2021 - 00:00,12-Dec-2021 - 00:00,22.44,55.21,4.9,18.41,13.86,12.87,27.57,0.45,56.29,1.55,6.44,28.9,75.77,1.71,127.55,122.94,752.16,0.07,26.29,0,31.07,0
1626,12-Dec-2021 - 00:00,13-Dec-2021 - 00:00,39.73,80.55,3.7,16.01,11.55,12.13,14.18,0.39,54.21,1.55,4.96,28.92,72.39,2.58,118.65,111.08,752.39,0.07,26.01,0,66.3,0
1627,13-Dec-2021 - 00:00,14-Dec-2021 - 00:00,84.34,145.61,4.51,20.06,14.41,11.84,11.48,0.7,27.74,2.57,5.9,28.8,72.83,2.44,116.78,106.78,751.6,0.05,25.23,0,17.69,0
1628,14-Dec-2021 - 00:00,15-Dec-2021 - 00:00,81.6,138.35,5.02,24.94,17.42,10.69,21.08,0.69,40.98,2.41,7.86,28.44,68.72,2.18,119.1,113.24,750.81,0.06,24.49,0,80.72,0
1629,15-Dec-2021 - 00:00,16-Dec-2021 - 00:00,86.67,152.99,6.94,41.26,27.65,11.12,12.47,0.77,36.88,3.06,9.47,28.67,64.83,1.9,128.22,96.99,751.08,0.05,23.27,0,47.26,0
1630,16-Dec-2021 - 00:00,17-Dec-2021 - 00:00,77.21,142.09,6.21,40.96,26.9,10.22,15.44,0.7,36.73,2.64,10.18,28.64,63.62,1.73,149.46,119.34,751.55,0.05,23.25,0,24.98,0
1631,17-Dec-2021 - 00:00,18-Dec-2021 - 00:00,53.61,109.24,7.09,44.89,29.71,9.98,14.43,0.62,39.01,2.28,8.36,28.55,58.95,1.67,149.49,118.94,751.51,0.04,22.28,0,15.3,0
1632,18-Dec-2021 - 00:00,19-Dec-2021 - 00:00,64.56,164.49,12.13,58.35,40.97,10.06,11.09,0.7,30.9,3.27,13.04,28.1,60.72,1.53,179.01,125.38,751.19,0.06,22.36,0,11.77,0
1633,19-Dec-2021 - 00:00,20-Dec-2021 - 00:00,82.73,167.68,13.12,53.73,39.32,9.14,16.54,0.82,36.17,3.52,11.78,28.03,65.74,0.83,185.93,116.63,751.68,0.03,22.97,0,10.11,0
1634,20-Dec-2021 - 00:00,21-Dec-2021 - 00:00,107.07,201.73,10.73,61.36,41.45,8.49,16.65,0.91,31.25,4.28,12.25,28.23,68.33,0.77,185.39,110.15,751.6,0.03,22.74,0,9.28,0
1635,21-Dec-2021 - 00:00,22-Dec-2021 - 00:00,53.11,122.25,15.5,52.19,40.43,12.21,17.82,0.8,38.07,3.04,10.24,28.22,61.8,1.19,158.71,112.8,751.42,0.04,21.96,0,6.61,0
1636,22-Dec-2021 - 00:00,23-Dec-2021 - 00:00,101.81,231.81,39.81,89.34,79.96,9.88,16.23,1.1,30.77,6.71,22.81,28.22,73.28,0.65,224.9,114.04,750.4,0.03,21.14,0,10.51,0
1637,23-Dec-2021 - 00:00,24-Dec-2021 - 00:00,112.99,224.53,34.9,78.71,70.31,9.74,15.23,1.17,25.04,6.25,21.98,28.32,79.2,0.53,234.7,107.36,750.1,0.01,21.43,0,8.59,0
1638,24-Dec-2021 - 00:00,25-Dec-2021 - 00:00,106.49,203.57,37.41,63.18,64.09,11.33,10.38,1.01,28.29,6.33,19.75,28.36,80,0.59,231.25,107.35,750.21,0.01,21.76,0,6.58,0
1639,25-Dec-2021 - 00:00,26-Dec-2021 - 00:00,76.57,152.44,24,56.21,49.46,12.55,12.33,0.82,18.82,3.63,14.12,28.31,80.15,0.59,241.54,96.78,750.35,-0.03,22.51,0,4.94,0
1640,26-Dec-2021 - 00:00,27-Dec-2021 - 00:00,67.67,129.23,17.79,52.68,42.56,10.72,16.08,0.8,20.59,3.27,20.95,28.39,78.28,0.6,238.06,98.76,751.5,-0.03,23.76,0,4.14,0
1641,27-Dec-2021 - 00:00,28-Dec-2021 - 00:00,63.14,136.92,18.31,52.14,42.7,10.85,11.16,0.79,23.53,3.63,12.1,28.61,76.3,0.51,197.59,106.7,752.29,0.01,24.31,0,5.32,0
